T,Strike,Type,Market_Price,SSVI_Price,IV_Market,IV_SSVI,Delta,Gamma,Vega,Theta
0.0022534421675249987,67000.0,call,6320.249062499999,6397.718920162268,0.00010000000000000002,0.5234765969730518,0.9998873162736895,2.431839740153973e-07,0.015403833539988787,-145.5320541414447
0.0022534421675249987,68000.0,call,5294.3535625,5399.675737134763,0.00010000000000000002,0.49129275821978424,0.9995053669947401,1.0295703697166113e-06,0.06120585837835238,-148.97381090603307
0.0022534421675249987,69000.0,call,4323.416749999999,4402.226369581884,0.00010000000000000002,0.4578391684864127,0.9978875478816625,4.183598141307474e-06,0.23177121668815076,-155.50278419127784
0.0022534421675249987,70000.0,call,3297.52125,3407.3270806995133,0.00010000000000000002,0.4231249303196256,0.991284778634732,1.605524775495475e-05,0.8220196917318073,-171.30432429664447
0.0022534421675249987,71000.0,call,2308.264875,2423.0719899916294,0.00010000000000000002,0.38752188285151407,0.9658545995266892,5.6169168504216396e-05,2.6338486879078458,-210.300183272029
0.0022534421675249987,71500.0,call,1831.9562500000002,1942.7917615980114,0.00010000000000000002,0.36976927928923775,0.9344726005284203,9.919567784368133e-05,4.438335942573826,-244.07338857302227
0.0022534421675249987,71500.0,put,80.60607499999999,37.10189577908932,0.4495831912682042,0.36976927928923775,-0.0655273994715797,9.919567784368133e-05,4.438335942573826,-89.27066996828245
0.0022534421675249987,72000.0,call,1373.9671875000001,1480.7728049563302,0.00010000000000000002,0.3525348815905677,0.8782981363878035,0.0001647486187207704,7.027817448467613,-286.9913451506621
0.0022534421675249987,72000.0,put,124.57302500000002,74.19175126456321,0.41706051881679074,0.3525348815905677,-0.12170186361219648,0.0001647486187207704,7.027817448467613,-131.10609005218274
0.0022534421675249987,72500.0,call,970.9368125000001,1052.2988171047546,0.2475485522588864,0.33652633030296314,0.7846608755505664,0.0002498306070431947,10.17328679888628,-330.5472022788156
0.0022534421675249987,72500.0,put,205.1791,144.8265755401262,0.3932870983904512,0.33652633030296314,-0.2153391244494336,0.0002498306070431947,10.17328679888628,-173.57941068659682
0.0022534421675249987,73000.0,call,622.865125,680.3455197088406,0.27798604341996047,0.322856156881802,0.6451626700604094,0.00033144053841788716,12.948256490808538,-355.1911381646073
0.0022534421675249987,73000.0,put,348.0716875,271.98209027135454,0.3810266141388178,0.322856156881802,-0.3548373299395906,0.00033144053841788716,12.948256490808538,-197.14081007864905
0.0022534421675249987,73500.0,call,340.7438625,390.71504692410963,0.27683705252626695,0.3129661153068141,0.4697594376279194,0.0003653964659327592,13.837519850986634,-337.07513147440517
0.0022534421675249987,73500.0,put,567.9064375,481.46042961376224,0.375402621784431,0.3129661153068141,-0.5302405623720806,0.0003653964659327592,13.837519850986634,-177.94226689470753
0.0022534421675249987,74000.0,call,164.8760625,197.27622030965722,0.2806736693724117,0.3080968523965173,0.29430222483231044,0.000321590084098427,11.989097879440003,-270.8929205804493
0.0022534421675249987,74000.0,put,897.6585625,787.130415126434,0.3972191327796229,0.3080968523965173,-0.7056977751676896,0.000321590084098427,11.989097879440003,-110.67751950701224
0.0022534421675249987,74500.0,put,1337.3280625000002,1177.787737208353,0.4674873678850511,0.30849815038660944,-0.8413372718717891,0.00022548900862975397,8.417333544940943,-21.58144495929998
