T,Strike,Type,Market_Price,SSVI_Price,IV_Market,IV_SSVI,Delta,Gamma,Vega,Theta
0.0013082218337695287,71000.0,call,2346.712,2382.3672043737897,0.00010000000000000002,0.4648837560662876,0.9751635233934264,4.713713209644335e-05,1.5417308113272248,-148.45295180647219
0.0013082218337695287,71500.0,call,1851.7024375,1893.1308816556411,0.00010000000000000002,0.42826801050929314,0.9531471850145689,8.619091723932059e-05,2.5970371558364946,-188.67185229929618
0.0013082218337695287,72000.0,call,1375.0265625000002,1413.9649123342533,0.24453909630072912,0.38934659771046815,0.9110740618135487,0.00015584612945692254,4.269071508149912,-243.48771447665635
0.0013082218337695287,73000.0,call,495.0095625,543.4301379529861,0.2551381459163596,0.3071668164520577,0.6783152457469371,0.0004398828824885834,9.506318997708412,-358.0024860047151
0.0013082218337695287,73000.0,put,187.0036125,171.6777504840611,0.3232050409931434,0.3071668164520577,-0.32168475425306287,0.0004398828824885834,9.506318997708412,-280.53037529090665
0.0013082218337695287,73500.0,call,238.33793749999998,231.57456808782445,0.2813428307740487,0.2748601210566429,0.43233316896043256,0.0005393118297233853,10.429241033607864,-333.58362324519874
0.0013082218337695287,73500.0,put,403.341125,359.5687396088397,0.31674570834678495,0.2748601210566429,-0.5676668310395674,0.0005393118297233853,10.429241033607864,-255.58088163609023
0.0040479478611667894,64000.0,call,9918.524937499998,9413.024026509105,1.8773709964364997,0.7508173172847149,0.9981284694949059,1.7039152869692997e-06,0.2785074531176051,-58.604922510991074
0.0040479478611667894,69500.0,put,58.66779999999999,53.72020697905418,0.5428111126428423,0.5329150991430541,-0.05090080191329904,4.207286364685623e-05,4.881065547288028,-84.96784480699067
0.0040479478611667894,70000.0,call,3391.7321875,3491.157612420495,0.00010000000000000002,0.5103235435999484,0.9314083195751011,5.551365059631888e-05,6.167369008188153,-158.86911489256698
0.0040479478611667894,70500.0,put,99.0019125,99.1988059553978,0.4869352584931133,0.48719010934364293,-0.09245083572450641,7.287646113790546e-05,7.729302059842754,-121.87545558479817
0.0040479478611667894,71000.0,call,2475.0478125,2554.8933199687963,0.3649846046069422,0.4635670067479899,0.8753843560594006,9.496945928168838e-05,9.584093136742428,-200.14786293984642
0.0040479478611667894,71000.0,put,132.00254999999999,135.44798002955213,0.4599537631576506,0.4635670067479899,-0.12461564394059943,9.496945928168838e-05,9.584093136742428,-142.85869332419716
0.0040479478611667894,71500.0,call,2016.705625,2105.831779239139,0.3551006778859313,0.4395954950646928,0.8321193844632897,0.00012238606385626396,11.712234041211207,-221.83157204007546
0.0040479478611667894,71500.0,put,190.67034999999998,185.7899932439832,0.4437448813160466,0.4395954950646928,-0.1678806155367103,0.00012238606385626396,11.712234041211207,-164.13895756797794
0.0040479478611667894,72000.0,call,1595.0308125,1676.94546984505,0.35435273414279456,0.4155892839137016,0.774290697877868,0.00015494478886360897,14.018316361033149,-241.66970341705357
0.0040479478611667894,72000.0,put,271.338575,256.30723779398977,0.426238799477067,0.4155892839137016,-0.22570930212213203,0.00015494478886360897,14.018316361033149,-183.57364408850788
0.0040479478611667894,72500.0,call,1228.3570625,1277.1745733009884,0.36185328944826384,0.3921862168340492,0.6981574365857085,0.00019053511519857795,16.26754044176053,-256.2315722383025
0.0040479478611667894,72500.0,put,403.341125,355.9398951940275,0.4210691859119614,0.3921862168340492,-0.3018425634142915,0.00019053511519857795,16.26754044176053,-197.73206805330852
0.0040479478611667894,73000.0,call,898.3506875,919.1969446042276,0.35899710512918165,0.37058197484590316,0.6012013796734204,0.00022326291007719872,18.011729418720574,-260.75699562156905
0.0040479478611667894,73000.0,put,568.3443125,497.3658204413405,0.4098761277961392,0.37058197484590316,-0.39879862032657964,0.00022326291007719872,18.011729418720574,-201.85404658012686
0.0040479478611667894,73500.0,call,623.345375,618.8176687608502,0.3551497984890607,0.35271581565783094,0.48568469575514917,0.00024225800829796247,18.601913379336843,-250.31056627420097
0.0040479478611667894,73500.0,put,806.68225,696.3900985420623,0.41199776745826316,0.35271581565783094,-0.5143153042448508,0.00024225800829796247,18.601913379336843,-191.00417237631052
0.0040479478611667894,74000.0,call,440.0085,389.6751471389107,0.36950615871149545,0.3408974430351993,0.3629872553307406,0.00023587651037221394,17.505034838193293,-223.13298680541362
0.0040479478611667894,74000.0,put,1081.6875625,966.6511308642075,0.40592973302247365,0.3408974430351993,-0.6370127446692594,0.00023587651037221394,17.505034838193293,-163.423148051075
0.0040479478611667894,74500.0,call,289.67226250000004,233.40778217641855,0.3734229426869911,0.33645056571102006,0.2514332404405021,0.0002030430378384993,14.871812694519988,-184.0347452423823
0.0040479478611667894,75000.0,call,187.0036125,136.4658736724432,0.3801016018552576,0.338667195832158,0.16455824212115128,0.00015682124720864347,11.561989667751396,-142.14858084065463
0.00678767388856405,68000.0,put,66.00127499999999,74.05150304346307,0.563232765812431,0.5765631532460287,-0.04997432672969515,2.9594684461410955e-05,6.228754276245358,-70.22937855695983
0.00678767388856405,69000.0,put,106.3353875,115.87612709347832,0.5296774310739002,0.540800964485218,-0.07734058802886801,4.4348336247593065e-05,8.754984657890873,-92.07378824006163
0.00678767388856405,69500.0,put,132.00254999999999,145.16729757098983,0.5094695714590168,0.5225171531472653,-0.09616205675974887,5.4019293422244034e-05,10.303625173654813,-104.32641765007796
0.00678767388856405,70000.0,put,165.00318750000002,182.12699290655655,0.48950751966301786,0.5039997793505593,-0.11950936165542103,6.5503204230024e-05,12.051288727297903,-117.20047011995102
0.00678767388856405,70500.0,put,209.0040375,228.92076448099579,0.4708392256356524,0.48530766148711624,-0.1484249729067112,7.895924783654377e-05,13.9881651248503,-130.32136008761708
0.00678767388856405,71000.0,call,2621.7173125000004,2728.8414054819077,0.39516579706333327,0.4665447874392201,0.8158675350960608,9.441986885786005e-05,16.0804180335627,-185.74451320014566
0.00678767388856405,71000.0,put,275.0053125,288.39560415693086,0.4581585113140645,0.4665447874392201,-0.1841324649039392,9.441986885786005e-05,16.0804180335627,-143.11401968773873
0.00678767388856405,71500.0,put,374.007225,364.3047332437782,0.45318487018636167,0.4478866103634102,-0.22799596471590822,0.0001116605391472824,18.256116565213553,-154.74527585659217
0.00678767388856405,72000.0,put,476.675875,461.5720045066082,0.43700790696912173,0.4296189262665129,-0.2813818108830579,0.00012999441495258383,20.386782958578518,-164.0758152773309
